departamento;t_completo;t_ocasional;hora_catedra;anio;periodo;formacion
20;19;0;7;2013;2;2
20;3;0;15;2013;2;3
20;0;2;7;2013;2;4
21;6;0;0;2013;2;1
21;4;2;1;2013;2;2
21;0;0;4;2013;2;3
21;0;0;3;2013;2;4
28;3;0;0;2013;2;1
28;4;0;3;2013;2;2
28;1;0;4;2013;2;3
28;0;0;1;2013;2;4
29;0;0;0;2013;2;1
29;4;0;1;2013;2;2
29;3;0;10;2013;2;3
29;1;2;5;2013;2;4
30;2;0;0;2013;2;1
30;2;0;0;2013;2;2
30;0;0;2;2013;2;3
30;1;2;3;2013;2;4
22;2;0;0;2013;2;1
22;5;0;5;2013;2;2
22;2;0;16;2013;2;3
22;0;0;7;2013;2;4
23;5;0;1;2013;2;1
23;9;1;9;2013;2;2
23;1;0;1;2013;2;3
23;0;0;2;2013;2;4
24;1;0;0;2013;2;1
24;4;0;1;2013;2;2
24;5;0;7;2013;2;3
24;1;0;7;2013;2;4
25;1;0;0;2013;2;1
25;9;0;9;2013;2;2
25;0;4;11;2013;2;3
25;0;0;2;2013;2;4
26;2;0;0;2013;2;1
26;5;0;2;2013;2;2
26;0;1;3;2013;2;3
26;0;2;4;2013;2;4
27;3;0;0;2013;2;1
27;4;1;0;2013;2;2
27;0;1;2;2013;2;3
27;0;1;6;2013;2;4
4;0;0;0;2014;1;1
4;4;0;1;2014;1;2
4;1;1;5;2014;1;3
4;1;0;4;2014;1;4
1;3;0;0;2014;1;1
1;4;1;4;2014;1;2
1;4;1;6;2014;1;3
1;1;0;3;2014;1;4
2;2;0;0;2014;1;1
2;4;0;1;2014;1;2
2;3;3;9;2014;1;3
2;1;1;14;2014;1;4
3;0;0;0;2014;1;1
3;5;1;5;2014;1;2
3;1;1;5;2014;1;3
3;1;1;24;2014;1;4
5;4;0;0;2014;1;1
5;7;0;9;2014;1;2
5;0;0;3;2014;1;3
5;0;0;1;2014;1;4
6;4;0;0;2014;1;1
6;6;1;6;2014;1;2
6;0;1;0;2014;1;3
6;0;0;11;2014;1;4
16;0;0;0;2014;1;1
16;5;0;1;2014;1;2
16;0;1;2;2014;1;3
16;0;0;3;2014;1;4
17;0;0;0;2014;1;1
17;1;0;3;2014;1;2
17;1;0;41;2014;1;3
17;0;2;14;2014;1;4
7;0;0;0;2014;1;1
7;6;1;2;2014;1;2
7;1;3;4;2014;1;3
7;2;0;1;2014;1;4
8;1;0;0;2014;1;1
8;2;0;4;2014;1;2
8;2;3;11;2014;1;3
8;0;0;2;2014;1;4
9;1;0;0;2014;1;1
9;2;0;2;2014;1;2
9;1;1;8;2014;1;3
9;0;0;0;2014;1;4
10;2;0;0;2014;1;1
10;3;0;5;2014;1;2
10;0;0;4;2014;1;3
10;0;1;2;2014;1;4
11;2;0;0;2014;1;1
11;9;0;5;2014;1;2
11;0;0;0;2014;1;3
11;0;0;2;2014;1;4
12;1;0;0;2014;1;1
12;3;1;0;2014;1;2
12;1;1;0;2014;1;3
12;0;0;1;2014;1;4
13;4;0;0;2014;1;1
13;9;1;9;2014;1;2
13;1;2;19;2014;1;3
13;0;2;52;2014;1;4
14;2;0;0;2014;1;1
14;5;0;10;2014;1;2
14;0;1;3;2014;1;3
14;0;3;3;2014;1;4
15;1;0;0;2014;1;1
15;6;0;0;2014;1;2
15;0;0;3;2014;1;3
15;0;0;1;2014;1;4
18;5;0;1;2014;1;1
18;5;1;4;2014;1;2
18;2;0;2;2014;1;3
18;0;0;8;2014;1;4
19;5;0;0;2014;1;1
19;4;0;5;2014;1;2
19;1;0;4;2014;1;3
19;0;0;8;2014;1;4
20;4;0;1;2014;1;1
20;19;0;8;2014;1;2
20;3;0;18;2014;1;3
20;0;2;11;2014;1;4
21;8;0;0;2014;1;1
21;2;1;3;2014;1;2
21;0;0;6;2014;1;3
21;0;0;5;2014;1;4
28;3;0;0;2014;1;1
28;4;1;2;2014;1;2
28;1;1;3;2014;1;3
28;0;0;0;2014;1;4
29;0;0;0;2014;1;1
29;4;0;0;2014;1;2
29;3;0;6;2014;1;3
29;1;2;3;2014;1;4
30;2;0;0;2014;1;1
30;2;1;2;2014;1;2
30;0;0;1;2014;1;3
30;1;0;3;2014;1;4
22;2;0;0;2014;1;1
22;5;0;5;2014;1;2
22;2;0;16;2014;1;3
22;0;0;7;2014;1;4
23;6;0;1;2014;1;1
23;8;1;10;2014;1;2
23;1;0;1;2014;1;3
23;0;0;2;2014;1;4
24;1;0;0;2014;1;1
24;4;0;1;2014;1;2
24;5;1;5;2014;1;3
24;1;0;7;2014;1;4
25;2;0;0;2014;1;1
25;8;0;8;2014;1;2
25;0;4;14;2014;1;3
25;0;0;4;2014;1;4
26;2;0;0;2014;1;1
26;5;0;1;2014;1;2
26;0;1;3;2014;1;3
26;0;2;7;2014;1;4
27;3;0;0;2014;1;1
27;4;1;0;2014;1;2
27;0;0;2;2014;1;3
27;0;1;7;2014;1;4
4;0;0;0;2014;2;1
4;4;0;2;2014;2;2
4;1;1;6;2014;2;3
4;1;1;4;2014;2;4
1;3;0;0;2014;2;1
1;4;1;4;2014;2;2
1;2;1;5;2014;2;3
1;1;0;2;2014;2;4
2;2;0;0;2014;2;1
2;5;0;1;2014;2;2
2;3;0;13;2014;2;3
2;0;0;9;2014;2;4
3;0;0;0;2014;2;1
3;5;1;5;2014;2;2
3;1;1;6;2014;2;3
3;1;3;23;2014;2;4
5;4;0;0;2014;2;1
5;7;1;7;2014;2;2
5;0;1;2;2014;2;3
5;0;0;2;2014;2;4
6;4;0;0;2014;2;1
6;6;1;10;2014;2;2
6;0;1;3;2014;2;3
6;1;2;9;2014;2;4
16;0;0;0;2014;2;1
16;5;0;2;2014;2;2
16;0;0;3;2014;2;3
16;0;0;4;2014;2;4
17;0;0;0;2014;2;1
17;1;0;5;2014;2;2
17;1;0;28;2014;2;3
17;0;1;13;2014;2;4
7;0;0;0;2014;2;1
7;7;1;2;2014;2;2
7;0;0;7;2014;2;3
7;2;0;0;2014;2;4
8;1;0;0;2014;2;1
8;2;0;4;2014;2;2
8;2;2;11;2014;2;3
8;0;0;0;2014;2;4
9;1;0;0;2014;2;1
9;1;0;1;2014;2;2
9;1;2;7;2014;2;3
9;0;0;0;2014;2;4
10;2;0;0;2014;2;1
10;3;0;4;2014;2;2
10;0;1;2;2014;2;3
10;0;0;2;2014;2;4
11;6;0;0;2014;2;1
11;18;2;8;2014;2;2
11;1;0;5;2014;2;3
11;0;1;7;2014;2;4
12;1;0;0;2014;2;1
12;3;0;1;2014;2;2
12;1;0;1;2014;2;3
12;0;0;0;2014;2;4
13;0;0;0;2014;2;1
13;0;0;5;2014;2;2
13;0;0;14;2014;2;3
13;0;0;41;2014;2;4
14;2;0;0;2014;2;1
14;6;0;8;2014;2;2
14;0;0;3;2014;2;3
14;0;0;5;2014;2;4
15;2;0;0;2014;2;1
15;5;0;0;2014;2;2
15;0;0;3;2014;2;3
15;0;0;1;2014;2;4
18;6;0;1;2014;2;1
18;5;0;5;2014;2;2
18;2;0;1;2014;2;3
18;0;0;3;2014;2;4
19;5;0;0;2014;2;1
19;5;0;5;2014;2;2
19;1;0;4;2014;2;3
19;0;0;2;2014;2;4
20;5;1;0;2014;2;1
20;19;0;5;2014;2;2
20;2;0;15;2014;2;3
20;0;1;5;2014;2;4
21;8;0;1;2014;2;1
21;2;0;4;2014;2;2
21;0;0;5;2014;2;3
21;0;0;2;2014;2;4
28;3;0;0;2014;2;1
28;4;0;3;2014;2;2
28;1;0;4;2014;2;3
28;0;0;1;2014;2;4
29;0;0;0;2014;2;1
29;5;0;1;2014;2;2
29;1;0;6;2014;2;3
29;1;0;8;2014;2;4
30;2;0;0;2014;2;1
30;2;0;3;2014;2;2
30;0;0;2;2014;2;3
30;2;1;3;2014;2;4
22;3;0;0;2014;2;1
22;5;0;5;2014;2;2
22;2;0;17;2014;2;3
22;0;0;6;2014;2;4
23;6;0;1;2014;2;1
23;8;1;8;2014;2;2
23;1;0;1;2014;2;3
23;0;0;3;2014;2;4
24;1;0;0;2014;2;1
24;4;0;1;2014;2;2
24;5;1;4;2014;2;3
24;1;0;4;2014;2;4
25;2;0;0;2014;2;1
25;8;1;7;2014;2;2
25;0;1;15;2014;2;3
25;0;0;3;2014;2;4
26;2;0;0;2014;2;1
26;5;0;4;2014;2;2
26;0;1;2;2014;2;3
26;0;1;3;2014;2;4
27;3;0;0;2014;2;1
27;4;0;1;2014;2;2
27;0;0;2;2014;2;3
27;0;0;7;2014;2;4
4;0;0;0;2015;1;1
4;4;0;2;2015;1;2
4;1;2;5;2015;1;3
4;1;2;4;2015;1;4
1;4;0;0;2015;1;1
1;3;3;2;2015;1;2
1;2;0;10;2015;1;3
1;1;0;1;2015;1;4
2;2;0;0;2015;1;1
2;5;0;2;2015;1;2
2;3;0;15;2015;1;3
2;0;2;6;2015;1;4
3;0;0;0;2015;1;1
3;6;1;8;2015;1;2
3;1;0;6;2015;1;3
3;0;2;24;2015;1;4
5;6;0;0;2015;1;1
5;5;0;7;2015;1;2
5;0;1;1;2015;1;3
5;0;0;0;2015;1;4
6;5;0;0;2015;1;1
6;5;4;6;2015;1;2
6;0;0;4;2015;1;3
6;1;0;11;2015;1;4
16;0;0;0;2015;1;1
16;5;0;5;2015;1;2
16;0;0;5;2015;1;3
16;0;0;1;2015;1;4
17;0;0;0;2015;1;1
17;1;0;4;2015;1;2
17;1;1;41;2015;1;3
17;0;0;12;2015;1;4
7;0;0;0;2015;1;1
7;7;0;3;2015;1;2
7;0;0;8;2015;1;3
7;2;0;0;2015;1;4
8;1;0;0;2015;1;1
8;2;0;4;2015;1;2
8;2;1;16;2015;1;3
8;0;0;2;2015;1;4
9;1;0;0;2015;1;1
9;1;0;1;2015;1;2
9;1;2;7;2015;1;3
9;0;0;0;2015;1;4
10;2;0;1;2015;1;1
10;3;0;6;2015;1;2
10;0;0;1;2015;1;3
10;0;1;3;2015;1;4
11;2;0;0;2015;1;1
11;9;0;4;2015;1;2
11;0;0;2;2015;1;3
11;0;0;0;2015;1;4
12;1;0;1;2015;1;1
12;2;0;1;2015;1;2
12;1;0;2;2015;1;3
12;0;0;1;2015;1;4
13;4;0;0;2015;1;1
13;9;2;7;2015;1;2
13;1;1;18;2015;1;3
13;0;0;46;2015;1;4
14;2;0;0;2015;1;1
14;6;1;11;2015;1;2
14;0;0;3;2015;1;3
14;0;0;4;2015;1;4
15;2;0;0;2015;1;1
15;4;1;3;2015;1;2
15;0;0;4;2015;1;3
15;0;1;0;2015;1;4
18;6;0;2;2015;1;1
18;5;1;3;2015;1;2
18;2;0;1;2015;1;3
18;0;0;7;2015;1;4
19;5;0;0;2015;1;1
19;5;0;6;2015;1;2
19;1;0;4;2015;1;3
19;0;0;1;2015;1;4
20;5;1;0;2015;1;1
20;19;0;13;2015;1;2
20;2;0;15;2015;1;3
20;0;0;12;2015;1;4
21;8;0;0;2015;1;1
21;2;3;3;2015;1;2
21;0;0;8;2015;1;3
21;0;0;3;2015;1;4
28;3;0;1;2015;1;1
28;4;1;2;2015;1;2
28;1;1;4;2015;1;3
28;0;0;1;2015;1;4
29;0;0;0;2015;1;1
29;5;1;1;2015;1;2
29;1;0;8;2015;1;3
29;1;1;5;2015;1;4
30;2;0;1;2015;1;1
30;2;0;3;2015;1;2
30;0;0;1;2015;1;3
30;2;0;3;2015;1;4
22;3;0;0;2015;1;1
22;5;0;4;2015;1;2
22;2;0;16;2015;1;3
22;0;0;6;2015;1;4
23;5;0;3;2015;1;1
23;7;2;10;2015;1;2
23;1;0;1;2015;1;3
23;0;0;1;2015;1;4
24;1;0;0;2015;1;1
24;4;0;1;2015;1;2
24;5;2;3;2015;1;3
24;1;0;2;2015;1;4
25;2;0;0;2015;1;1
25;8;1;8;2015;1;2
25;0;5;13;2015;1;3
25;0;0;3;2015;1;4
26;2;0;0;2015;1;1
26;5;0;2;2015;1;2
26;0;1;2;2015;1;3
26;0;1;2;2015;1;4
27;3;0;0;2015;1;1
27;4;0;3;2015;1;2
27;0;0;2;2015;1;3
27;0;0;4;2015;1;4
4;0;0;0;2015;2;1
4;4;0;3;2015;2;2
4;1;2;5;2015;2;3
4;2;1;5;2015;2;4
1;4;0;0;2015;2;1
1;4;3;3;2015;2;2
1;2;2;6;2015;2;3
1;1;0;3;2015;2;4
2;2;0;0;2015;2;1
2;5;0;2;2015;2;2
2;3;0;14;2015;2;3
2;0;2;5;2015;2;4
3;0;0;0;2015;2;1
3;6;2;7;2015;2;2
3;1;0;7;2015;2;3
3;0;1;23;2015;2;4
5;6;0;0;2015;2;1
5;5;0;8;2015;2;2
5;0;1;3;2015;2;3
5;0;0;1;2015;2;4
6;5;0;0;2015;2;1
6;5;3;8;2015;2;2
6;0;1;1;2015;2;3
6;1;2;18;2015;2;4
16;0;0;0;2015;2;1
16;4;0;4;2015;2;2
16;0;0;2;2015;2;3
16;0;0;2;2015;2;4
17;0;0;0;2015;2;1
17;1;0;4;2015;2;2
17;1;1;29;2015;2;3
17;0;1;14;2015;2;4
7;0;0;0;2015;2;1
7;7;0;3;2015;2;2
7;2;0;8;2015;2;3
7;1;0;1;2015;2;4
8;1;0;0;2015;2;1
8;2;0;6;2015;2;2
8;3;0;17;2015;2;3
8;0;0;1;2015;2;4
9;1;0;0;2015;2;1
9;1;0;2;2015;2;2
9;1;3;7;2015;2;3
9;0;0;0;2015;2;4
10;2;0;1;2015;2;1
10;4;0;2;2015;2;2
10;0;0;1;2015;2;3
10;0;0;5;2015;2;4
11;2;0;1;2015;2;1
11;9;1;3;2015;2;2
11;0;0;0;2015;2;3
11;0;0;0;2015;2;4
12;1;0;1;2015;2;1
12;1;1;0;2015;2;2
12;1;1;1;2015;2;3
12;0;0;1;2015;2;4
13;4;0;0;2015;2;1
13;9;3;6;2015;2;2
13;1;1;23;2015;2;3
13;0;2;48;2015;2;4
14;2;0;0;2015;2;1
14;6;0;13;2015;2;2
14;0;0;3;2015;2;3
14;0;1;4;2015;2;4
15;2;0;0;2015;2;1
15;4;1;2;2015;2;2
15;0;0;2;2015;2;3
15;0;1;0;2015;2;4
18;6;0;2;2015;2;1
18;5;1;5;2015;2;2
18;2;0;1;2015;2;3
18;0;0;3;2015;2;4
19;5;0;0;2015;2;1
19;5;0;6;2015;2;2
19;1;0;4;2015;2;3
19;0;0;1;2015;2;4
20;6;0;0;2015;2;1
20;19;0;10;2015;2;2
20;2;0;15;2015;2;3
20;0;0;11;2015;2;4
21;10;0;0;2015;2;1
21;2;1;1;2015;2;2
21;0;0;5;2015;2;3
21;0;0;4;2015;2;4
28;3;0;0;2015;2;1
28;4;1;2;2015;2;2
28;1;1;3;2015;2;3
28;0;0;1;2015;2;4
29;0;0;0;2015;2;1
29;5;1;1;2015;2;2
29;1;0;4;2015;2;3
29;1;1;4;2015;2;4
30;2;0;1;2015;2;1
30;2;0;5;2015;2;2
30;0;0;1;2015;2;3
30;2;1;4;2015;2;4
22;3;0;0;2015;2;1
22;6;1;5;2015;2;2
22;2;2;12;2015;2;3
22;0;0;5;2015;2;4
23;5;0;2;2015;2;1
23;7;2;10;2015;2;2
23;1;0;1;2015;2;3
23;0;0;2;2015;2;4
24;1;0;0;2015;2;1
24;5;0;1;2015;2;2
24;4;2;3;2015;2;3
24;1;0;1;2015;2;4
25;2;0;0;2015;2;1
25;8;0;9;2015;2;2
25;0;5;12;2015;2;3
25;0;0;3;2015;2;4
26;2;0;0;2015;2;1
26;5;0;1;2015;2;2
26;0;1;2;2015;2;3
26;0;1;1;2015;2;4
27;3;0;0;2015;2;1
27;5;0;2;2015;2;2
27;0;0;2;2015;2;3
27;0;0;3;2015;2;4
4;0;0;0;2016;1;1
4;5;0;2;2016;1;2
4;1;3;6;2016;1;3
4;1;0;5;2016;1;4
1;4;0;0;2016;1;1
1;4;3;1;2016;1;2
1;2;0;8;2016;1;3
1;1;0;3;2016;1;4
2;2;0;0;2016;1;1
2;5;0;2;2016;1;2
2;3;0;15;2016;1;3
2;0;2;8;2016;1;4
3;0;0;0;2016;1;1
3;7;1;7;2016;1;2
3;1;1;6;2016;1;3
3;0;3;24;2016;1;4
5;5;0;0;2016;1;1
5;5;0;9;2016;1;2
5;0;1;1;2016;1;3
5;0;0;3;2016;1;4
6;6;0;0;2016;1;1
6;4;4;4;2016;1;2
6;0;1;4;2016;1;3
6;1;4;5;2016;1;4
17;0;0;0;2016;1;1
17;1;0;3;2016;1;2
17;1;1;38;2016;1;3
17;0;1;15;2016;1;4
16;0;0;0;2016;1;1
16;3;0;2;2016;1;2
16;0;1;5;2016;1;3
16;0;1;5;2016;1;4
8;1;0;0;2016;1;1
8;4;2;6;2016;1;2
8;2;5;9;2016;1;3
8;0;0;1;2016;1;4
9;1;0;0;2016;1;1
9;1;0;2;2016;1;2
9;1;3;7;2016;1;3
9;0;0;2;2016;1;4
7;0;0;0;2016;1;1
7;6;0;3;2016;1;2
7;2;0;8;2016;1;3
7;0;0;0;2016;1;4
18;6;0;1;2016;1;1
18;5;0;6;2016;1;2
18;2;0;1;2016;1;3
18;0;0;5;2016;1;4
19;6;0;0;2016;1;1
19;4;0;7;2016;1;2
19;1;0;4;2016;1;3
19;0;0;3;2016;1;4
20;7;0;0;2016;1;1
20;18;0;9;2016;1;2
20;2;0;18;2016;1;3
20;0;0;12;2016;1;4
21;9;0;0;2016;1;1
21;3;1;2;2016;1;2
21;0;0;5;2016;1;3
21;0;0;6;2016;1;4
10;2;0;1;2016;1;1
10;4;0;3;2016;1;2
10;0;0;2;2016;1;3
10;0;1;3;2016;1;4
12;1;0;1;2016;1;1
12;1;1;0;2016;1;2
12;1;1;1;2016;1;3
12;0;0;1;2016;1;4
11;3;0;0;2016;1;1
11;7;1;3;2016;1;2
11;0;0;0;2016;1;3
11;0;0;0;2016;1;4
13;6;0;1;2016;1;1
13;10;0;10;2016;1;2
13;1;2;16;2016;1;3
13;0;1;49;2016;1;4
14;2;0;0;2016;1;1
14;6;0;11;2016;1;2
14;0;0;4;2016;1;3
14;0;0;5;2016;1;4
15;2;0;0;2016;1;1
15;4;0;1;2016;1;2
15;0;0;5;2016;1;3
15;0;0;2;2016;1;4
28;3;0;0;2016;1;1
28;4;1;4;2016;1;2
28;1;1;3;2016;1;3
28;0;0;0;2016;1;4
30;2;0;0;2016;1;1
30;3;1;2;2016;1;2
30;0;0;1;2016;1;3
30;1;1;2;2016;1;4
29;1;0;0;2016;1;1
29;4;1;0;2016;1;2
29;1;0;5;2016;1;3
29;1;1;2;2016;1;4
22;3;0;0;2016;1;1
22;6;0;0;2016;1;2
22;1;0;0;2016;1;3
22;0;0;0;2016;1;4
23;6;0;2;2016;1;1
23;6;3;11;2016;1;2
23;0;0;1;2016;1;3
23;0;0;2;2016;1;4
26;2;0;0;2016;1;1
26;5;0;2;2016;1;2
26;0;1;3;2016;1;3
26;0;1;1;2016;1;4
24;2;0;0;2016;1;1
24;5;0;1;2016;1;2
24;3;0;6;2016;1;3
24;1;1;1;2016;1;4
25;2;0;1;2016;1;1
25;8;1;8;2016;1;2
25;0;4;11;2016;1;3
25;0;1;3;2016;1;4
27;4;0;0;2016;1;1
27;4;0;1;2016;1;2
27;0;0;1;2016;1;3
27;0;0;4;2016;1;4
4;0;0;0;2016;2;1
4;4;0;2;2016;2;2
4;1;3;7;2016;2;3
4;1;0;5;2016;2;4
1;5;0;0;2016;2;1
1;3;1;5;2016;2;2
1;2;0;8;2016;2;3
1;1;0;2;2016;2;4
2;2;0;0;2016;2;1
2;4;0;3;2016;2;2
2;3;0;15;2016;2;3
2;0;2;7;2016;2;4
3;1;0;0;2016;2;1
3;7;2;3;2016;2;2
3;0;2;5;2016;2;3
3;0;0;27;2016;2;4
5;5;0;0;2016;2;1
5;5;0;8;2016;2;2
5;0;0;3;2016;2;3
5;0;0;3;2016;2;4
6;6;0;2;2016;2;1
6;4;1;12;2016;2;2
6;0;0;3;2016;2;3
6;1;3;7;2016;2;4
17;0;0;0;2016;2;1
17;1;0;2;2016;2;2
17;1;5;20;2016;2;3
17;0;2;27;2016;2;4
16;0;0;0;2016;2;1
16;3;0;3;2016;2;2
16;0;1;2;2016;2;3
16;0;1;4;2016;2;4
8;1;0;0;2016;2;1
8;4;1;7;2016;2;2
8;2;4;8;2016;2;3
8;0;0;2;2016;2;4
9;1;0;0;2016;2;1
9;1;0;1;2016;2;2
9;1;3;7;2016;2;3
9;0;1;0;2016;2;4
7;6;0;3;2016;2;1
7;2;0;8;2016;2;2
7;0;0;0;2016;2;3
7;0;0;0;2016;2;4
18;7;0;1;2016;2;1
18;5;1;4;2016;2;2
18;1;0;1;2016;2;3
18;0;0;5;2016;2;4
19;6;0;0;2016;2;1
19;4;0;7;2016;2;2
19;1;0;4;2016;2;3
19;0;0;3;2016;2;4
20;7;0;0;2016;2;1
20;18;0;9;2016;2;2
20;2;0;16;2016;2;3
20;0;0;10;2016;2;4
21;9;0;0;2016;2;1
21;3;0;3;2016;2;2
21;0;0;4;2016;2;3
21;0;0;2;2016;2;4
10;2;0;1;2016;2;1
10;4;0;2;2016;2;2
10;0;0;2;2016;2;3
10;0;0;3;2016;2;4
12;1;0;0;2016;2;1
12;1;1;1;2016;2;2
12;1;1;1;2016;2;3
12;0;0;1;2016;2;4
11;3;0;0;2016;2;1
11;7;0;3;2016;2;2
11;0;0;0;2016;2;3
11;0;0;0;2016;2;4
13;6;0;0;2016;2;1
13;10;0;9;2016;2;2
13;1;1;22;2016;2;3
13;0;0;48;2016;2;4
14;2;0;0;2016;2;1
14;6;0;11;2016;2;2
14;0;0;5;2016;2;3
14;0;0;7;2016;2;4
15;2;0;0;2016;2;1
15;4;0;2;2016;2;2
15;0;0;3;2016;2;3
15;0;0;2;2016;2;4
28;3;0;0;2016;2;1
28;4;0;5;2016;2;2
28;1;0;4;2016;2;3
28;0;0;0;2016;2;4
30;2;0;0;2016;2;1
30;3;0;3;2016;2;2
30;0;1;0;2016;2;3
30;1;1;3;2016;2;4
29;1;0;0;2016;2;1
29;5;1;0;2016;2;2
29;0;0;3;2016;2;3
29;1;0;4;2016;2;4
22;3;0;0;2016;2;1
22;4;1;5;2016;2;2
22;1;2;13;2016;2;3
22;0;0;8;2016;2;4
23;6;0;2;2016;2;1
23;6;3;10;2016;2;2
23;0;0;2;2016;2;3
23;0;0;3;2016;2;4
26;3;0;0;2016;2;1
26;4;0;1;2016;2;2
26;0;1;3;2016;2;3
26;0;1;4;2016;2;4
24;2;0;0;2016;2;1
24;5;1;1;2016;2;2
24;3;0;6;2016;2;3
24;1;0;3;2016;2;4
25;2;0;1;2016;2;1
25;8;1;7;2016;2;2
25;0;4;12;2016;2;3
25;0;0;4;2016;2;4
27;4;0;0;2016;2;1
27;4;0;1;2016;2;2
27;0;0;1;2016;2;3
27;0;0;4;2016;2;4
